artnr;cross_ref;familie_code;familie_naam;omschrijving;hoek;draadsoort_1;draadmaat_1;connectie_type_1;draadsoort_2;draadmaat_2;connectie_type_2;tube_od_mm;tube_od_inch;bron_pagina
8627-04-04;4-4 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/4-18;binnen;JIC;7/16-20;buiten;6;1/4;80
8627-02-05;5 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/8-27;binnen;JIC;1/2-20;buiten;8;5/16;80
8627-04-05;5-4 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/4-18;binnen;JIC;1/2-20;buiten;8;5/16;80
8627-04-06;6 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/4-18;binnen;JIC;9/16-18;buiten;10;3/8;80
8627-02-06;6-2 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/8-27;binnen;JIC;9/16-18;buiten;10;3/8;80
8627-06-06;6-6 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;3/8-18;binnen;JIC;9/16-18;buiten;10;3/8;80
8627-06-08;8 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;3/8-18;binnen;JIC;3/4-16;buiten;12;1/2;80
8627-04-08;8-4 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/4-18;binnen;JIC;3/4-16;buiten;12;1/2;80
8627-08-08;8-8 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/2-14;binnen;JIC;3/4-16;buiten;12;1/2;80
8627-08-10;10 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/2-14;binnen;JIC;7/8-14;buiten;14, 15,16;5/8;80
8627-12-12;12 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;3/4-14;binnen;JIC;1 1/16-12;buiten;18, 20;3/4;80
8627-08-12;12-8 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1/2-14;binnen;JIC;1 1/16-12;buiten;18, 20;3/4;80
8627-12-14;14 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;3/4-14;binnen;JIC;1 3/16-12;buiten;22;7/8;80
8627-16-16;16 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1-11.5;binnen;JIC;1 5/16-12;buiten;25;1;80
8627-20-20;20 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1 1/4-11.5;binnen;JIC;1 5/8-12;buiten;28, 30, 32;1 1/4;80
8627-24-24;24 DTX-S;8627;Female elbow connector;Triple-Lok® 37° Flare end / Female NPTF thread;haaks;NPT/NPTF;1 1/2-11.5;binnen;JIC;1 7/8-12;buiten;35, 38;1 1/2;80
8727-02-04;4 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/8-27;binnen;JIC;7/16-20;buiten;6;1/4;81
8727-02-05;5 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/8-27;binnen;JIC;1/2-20;buiten;8;5/16;81
8727-04-06;6 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/4-18;binnen;JIC;9/16-18;buiten;10;3/8;81
8727-06-08;8 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;3/8-18;binnen;JIC;3/4-16;buiten;12;1/2;81
8727-08-10;10 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/2-14;binnen;JIC;7/8-14;buiten;14, 15,16;5/8;81
8727-12-12;12 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;3/4-14;binnen;JIC;1 1/16-12;buiten;18, 20;3/4;81
8727-16-16;16 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1-11.5;binnen;JIC;1 5/16-12;buiten;25;1;81
8727-20-20;20 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1 1/4-11.5;binnen;JIC;1 5/8-12;buiten;28, 30, 32;1 1/4;81
8727-24-24;24 OTX-S;8727;Female branch tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1 1/2-11.5;binnen;JIC;1 7/8-12;buiten;35, 38;1 1/2;81
8728-02-04;4 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/8-27;binnen;JIC;7/16-20;buiten;6;1/4;81
8728-04-06;6 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/4-18;binnen;JIC;9/16-18;buiten;10;3/8;81
8728-06-08;8 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;3/8-18;binnen;JIC;3/4-16;buiten;12;1/2;81
8728-08-10;10 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1/2-14;binnen;JIC;7/8-14;buiten;14, 15,16;5/8;81
8728-12-12;12 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;3/4-14;binnen;JIC;1 1/16-12;buiten;18, 20;3/4;81
8728-12-14;14 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;3/4-14;binnen;JIC;1 3/16-12;buiten;22;7/8;81
8728-16-16;16 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1-11.5;binnen;JIC;1 5/16-12;buiten;25;1;81
8728-20-20;20 MTX-S;8728;Female run tee;Triple-Lok® 37° Flare ends / Female NPTF thread;T-stuk;NPT/NPTF;1 1/4-11.5;binnen;JIC;1 5/8-12;buiten;28, 30, 32;1 1/4;81
2227-04-04;4-4G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;7/16-20;buiten;BSPP;1/4-19;binnen;6;1/4;82
2227-04-08;4-8G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;7/16-20;buiten;BSPP;1/2-14;binnen;6;1/4;82
2227-05-04;5-4G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;1/2-20;buiten;BSPP;1/4-19;binnen;8;5/16;82
2227-05-08;5-8G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;1/2-20;buiten;BSPP;1/2-14;binnen;8;5/16;82
2227-06-04;6G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;9/16-20;buiten;BSPP;1/4-19;binnen;10;3/8;82
2227-06-08;6-8G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;9/16-20;buiten;BSPP;1/2-14;binnen;10;3/8;82
2227-08-04;8-4G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;3/4-16;buiten;BSPP;1/4-19;binnen;12;1/2;82
2227-08-08;8-8G4MXSMO;2227;Pressure gauge connector;Triple-Lok® 37° Flare end / Female BSPP gauge thread;recht;JIC;3/4-16;buiten;BSPP;1/2-14;binnen;12;1/2;82
2115-02;2 FNTX-S;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;5/16-24;wartelend;;;;;1/8;82
2115-03;3 FNTX-S;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;3/8-24;wartelend;;;;;3/16;82
2115-04;4FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;7/16-20;wartelend;;;;6;1/4;82
2115-05;5FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1/2-20;wartelend;;;;8;5/16;82
2115-06;6FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;9/16-18;wartelend;;;;10;3/8;82
2115-08;8FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;3/4-16;wartelend;;;;12;1/2;82
2115-10;10FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;7/8-14;wartelend;;;;14, 15, 16;5/8;82
2115-12;12FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1 1/16-12;wartelend;;;;18, 20;3/4;82
2115-14;14 FNTX-S;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1 3/16-12;wartelend;;;;22;7/8;82
2115-16;16FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1 5/16-12;wartelend;;;;25;1;82
2115-20;20FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1 5/8-12;wartelend;;;;28, 30, 32;1 1/4;82
2115-24;24FNMTXS;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;1 7/8-12;wartelend;;;;35, 38;1 1/2;82
2115-32;32 FNTX-S;2115;Cap;Triple-Lok® 37° Flare female swivel cap end;n.v.t.;JIC;2 1/2-12;wartelend;;;;;2;82
2120-02;2 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;5/16-24;buiten;;;;;1/8;83
2120-03;3 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;3/8-24;buiten;;;;;3/16;83
2120-04;4PNMTXS;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;7/16-20;buiten;;;;6;1/4;83
2120-05;5PNMTXS;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1/2-20;buiten;;;;8;5/16;83
2120-06;6 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;9/16-18;buiten;;;;10;3/8;83
2120-08;8PNMTXS;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;3/4-16;buiten;;;;12;1/2;83
2120-10;10PNMTXS;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;7/8-14;buiten;;;;14, 15, 16;5/8;83
2120-12;12PNMTXS;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1 1/16-12;buiten;;;;18, 20;3/4;83
2120-14;14 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1 3/16-12;buiten;;;;22;7/8;83
2120-16;16 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1 5/16-12;buiten;;;;25;1;83
2120-20;20 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1 5/8-12;buiten;;;;28, 30, 32;1 1/4;83
2120-24;24 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;1 7/8-12;buiten;;;;35, 38;1 1/2;83
2120-32;32 PNTX-S;2120;Plug;Triple-Lok® 37° Flare end plug;n.v.t.;JIC;2 1/2-12;buiten;;;;;2;83
7222-04-04;4HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;9/16-18;buiten;UN/UNF;9/16-18;buiten;6 6;1/4 1/4;86
7222-06-06;6HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;11/16-16;buiten;UN/UNF;11/16-16;buiten;8, 10 8, 10;5/16, 3/8 5/16, 3/8;86
7222-04-06;6-4HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;11/16-16;buiten;UN/UNF;9/16-18;buiten;10 6;3/8 1/4;86
7222-08-08;8HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;13/16-16;buiten;UN/UNF;13/16-16;buiten;12 12;1/2 1/2;86
7222-06-08;8-6 HLO-S;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;13/16-16;buiten;UN/UNF;11/16-16;buiten;12 10;1/2 3/8;86
7222-06-10;10-6HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1-14;buiten;UN/UNF;11/16-16;buiten;14, 15, 16 10;5/8 3/8;86
7222-10-10;10HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1-14;buiten;UN/UNF;1-14;buiten;14, 15, 16 14, 15, 16;5/8 5/8;86
7222-08-10;10-8 HLO-S;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1-14;buiten;UN/UNF;13/16-16;buiten;16 12;5/8 1/2;86
7222-08-12;12-8HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 3/16-12;buiten;UN/UNF;13/16-16;buiten;18, 20 12;3/4 1/2;86
7222-12-12;12HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 3/16-12;buiten;UN/UNF;1 3/16-12;buiten;18, 20 18, 20;3/4 3/4;86
7222-10-12;12-10HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 3/16-12;buiten;UN/UNF;1-14;buiten;20 16;3/4 5/8;86
7222-16-16;16HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 7/16-12;buiten;UN/UNF;1 7/16-12;buiten;22, 25 22, 25;1 1;86
7222-12-16;16-12HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 7/16-12;buiten;UN/UNF;1 3/16-12;buiten;25 18, 20;1 3/4;86
7222-20-20;20 HLO-S;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 11/16-12;buiten;UN/UNF;1 11/16-12;buiten;28, 30, 32 28, 30, 32;1 1/4 1 1/4;86
7222-16-20;20-16HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;1 11/16-12;buiten;UN/UNF;1 7/16-12;buiten;28, 30, 32 22, 25;1 1/4 1;86
7222-24-24;24 HLO-S;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;2-12;buiten;UN/UNF;2-12;buiten;35, 38 35, 38;1 1/2 1 1/2;86
7222-20-24;24-20HMLOS;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;2-12;buiten;UN/UNF;1 11/16-12;buiten;35, 38 28, 30, 32;1 1/2 1 1/4;86
7222-32-32;32 HLO-S;7222;Union;O-Lok® ORFS tube ends;recht;UN/UNF;2 1/2-12;buiten;UN/UNF;2 1/2-12;buiten;50 50;2 2;86
7922-04-04;4 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;9/16-18;buiten;;;;6;1/4;87
7922-06-06;6 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;87
7922-08-08;8 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;13/16-16;buiten;;;;12;1/2;87
7922-10-10;10 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;87
7922-12-12;12 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;87
7922-16-16;16 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;87
7922-20-20;20 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;87
7922-24-24;24 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;87
7922-32-32;32 ELO-S;7922;Union elbow;O-Lok® ORFS tube ends;haaks;UN/UNF;2 1/2-12;buiten;;;;50;2;87
7722-04-04;4JMLOS;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;9/16-18;buiten;;;;6;1/4;87
7722-06-06;6JMLOS;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;87
7722-08-08;8JMLOS;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;13/16-16;buiten;;;;12;1/2;87
7722-10-10;10 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;87
7722-12-12;12 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;87
7722-16-16;16 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;87
7722-20-20;20 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;87
7722-24-24;24 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;87
7722-32-32;32 JLO-S;7722;Union tee;O-Lok® ORFS tube ends;T-stuk;UN/UNF;2 1/2-12;buiten;;;;50;2;87
7377-04-04;4 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;9/16-18;buiten;;;;6;1/4;88
7377-06-06;6 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;88
7377-08-08;8 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;13/16-16;buiten;;;;12;1/2;88
7377-10-10;10 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;88
7377-12-12;12 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;88
7377-16-16;16 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;88
7377-20-20;20 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;88
7377-24-24;24 KLO-S;7377;Union cross;O-Lok® ORFS tube ends;kruis;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;88
7248-04-04;4 WLO-WLNL-S;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;9/16-18;buiten;;;;6;1/4;89
7248-06-06;6WMLOWLNMLS;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;89
7248-08-08;8WMLOWLNMLS;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;13/16-16;buiten;;;;12;1/2;89
7248-10-10;10WMLOWLNMLS;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;89
7248-12-12;12WMLOWLNMLS;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;89
7248-16-16;16 WLO-WLNL-S;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;89
7248-20-20;20 WLO-WLNL-S;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;89
7248-24-24;24 WLO-WLNL-S;7248;Bulkhead union;O-Lok® ORFS tube ends;recht;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;89
7648-04-04;4 WELO-WLNL-S;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;9/16-18;buiten;;;;6;1/4;89
7648-06-06;6WEMLOWLNMLS;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;89
7648-08-08;8WEMLOWLNMLS;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;13/16-16;buiten;;;;12;1/2;89
7648-10-10;10WEMLOWLNMLS;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;89
7648-12-12;12 WELO-WLNL-S;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;89
7648-16-16;16 WELO-WLNL-S;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;89
7648-20-20;20 WELO-WLNL-S;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;89
7648-24-24;24 WELO-WLNL-S;7648;Bulkhead union elbow 90°;O-Lok® ORFS tube end / O-Lok® ORFS tube ends;haaks;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;89
7448-04-04;4 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;9/16-18;buiten;;;;6;1/4;90
7448-06-06;6 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;11/16-16;buiten;;;;8, 10;5/16, 3/8;90
7448-08-08;8 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;13/16-16;buiten;;;;12;1/2;90
7448-10-10;10 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;1-14;buiten;;;;14, 15, 16;5/8;90
7448-12-12;12 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;1 3/16-12;buiten;;;;18, 20;3/4;90
7448-16-16;16 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;1 7/16-12;buiten;;;;22, 25;1;90
7448-20-20;20 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;1 11/16-12;buiten;;;;28, 30, 32;1 1/4;90
7448-24-24;24 WNLO-WLNL-S;7448;Bulkhead union elbow 45°;O-Lok® ORFS tube ends;45°;UN/UNF;2-12;buiten;;;;35, 38;1 1/2;90
7622-04-04;4C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;9/16-18;wartelend;;;;6;1/4;91
7622-06-06;6C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;11/16-16;wartelend;;;;8, 10;5/16, 3/8;91
7622-08-08;8C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;13/16-16;wartelend;;;;12;1/2;91
7622-10-10;10C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;1-14;wartelend;;;;14, 15, 16;5/8;91
7622-12-12;12C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;1 3/16-12;wartelend;;;;18, 20;3/4;91
7622-16-16;16C6MLOS;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;1 7/16-12;wartelend;;;;22, 25;1;91
7622-20-20;20 C6LO-S;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;1 11/16-12;wartelend;;;;28, 30, 32;1 1/4;91
7622-24-24;24 C6LO-S;7622;Swivel nut elbow;O-Lok® ORFS Female swivel end / O-Lok® ORFS tube end;haaks;UN/UNF;2-12;wartelend;;;;35, 38;1 1/2;91
7422-04-04;4 V6LO-S;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;9/16-18;wartelend;;;;6;1/4;91
7422-06-06;6V6MLOS;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;11/16-16;wartelend;;;;8, 10;5/16, 3/8;91
7422-08-08;8 V6LO-S;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;13/16-16;wartelend;;;;12;1/2;91
7422-10-10;10V6MLOS;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;1-14;wartelend;;;;14, 15, 16;5/8;91
7422-12-12;12V6MLOS;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;1 3/16-12;wartelend;;;;18, 20;3/4;91
7244-16-16;16 V6LO-S;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;1 7/16-12;wartelend;;;;22, 25;1;91
7422-20-20;20 V6LO-S;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;1 11/16-12;wartelend;;;;28, 30, 32;1 1/4;91
7422-24-24;24 V6LO-S;7422;Swivel nut elbow 45°;O-Lok® ORFS female swivel end / O-Lok® ORFS tube end;45°;UN/UNF;2-12;wartelend;;;;35, 38;1 1/2;91
7217-04-04;4 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;9/16-18;wartelend;;;;6;1/4;94
7217-06-06;6 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;11/16-16;wartelend;;;;8, 10;5/16, 3/8;94
7217-08-08;8 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;13/16-16;wartelend;;;;12;1/2;94
7217-10-10;10 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;1-14;wartelend;;;;14, 15, 16;5/8;94
7217-12-12;12 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;1 3/16-12;wartelend;;;;18, 20;3/4;94
7217-16-16;16 HL6-S;7217;Swivel nut union;O-Lok® ORFS female swivel ends;recht;UN/UNF;1 7/16-12;wartelend;;;;22, 25;1;94
