artnr;artnm;Leverancier;Artikelnr leverancier;Werkdruk (bar);2delig_1 - Huls;2delig_1 - Persmaat (mm);2delig_1 - Schilmaat intern (mm);2delig_1 - Schilmaat extern (mm);2delig_2 - Huls;2delig_2 - Persmaat (mm);2delig_2 - Schilmaat intern (mm);2delig_2 - Schilmaat extern (mm)
AIR13MMGEEL 15 BAR;AIRHOSE UNIVERSAL/15 YELLOW ø 13x3,5;Peters;10LU15013YEL406;;;;;;;;;
AIR13MMGEEL 20 BAR;AIRHOSE UNIVERSAL/20-YELLOW ø 13x23 mm;Peters;10LU20013YOO406;;;;;;;;;
AIR16MM;LUCHTSLANG AIRFORM BS5118/2;Arbon;5941625 L=50 mtr.;;;;;;;;;
AIR19MM;LUCHTSLANG AIRFORM BS5118/2;Arbon;5941929-NOBRA AIR L=20 mtr;;;;;;;;;
AIR19MMBLAUW;AIRHOSE UNIVERSAL 3/4 BLUE;Klinger;10002050019;;;;;;;;;
AIR19MMGEEL 15 BAR;AIRHOSE UNIVERSAL/15 YELLOW ø 19x4,5;Peters;10LU15019YEL406;;;;;;;;;
AIR19MMGEEL 20 BAR;AIRHOSE UNIVERSAL/20-YELLOW ø 19x31 mm;Peters;P001903;;;;;;;;;
AIR19MMGRIJS;LUCHTSLANG UNIVERSEL 3/4 GRIJS;Peters;AIR19MMGRIJS;;;;;;;;;
AIR25MM;LUCHTSLANG AIRFORM BS5118/2;Peters;P002223;;;;;;;;;
AIR25MMGEEL;AIRHOSE UNIVERSAL 1 YELLOW;Gaasbeek;3202025039;;;;;;;;;
AIR25MMGEEL 20 BAR;AIRHOSE UNIVERSAL/20-YELLOW ø 25x37 mm;Peters;10LU20025YOO406;;;;;;;;;
AIR38MM;LUCHTSLANG AIRFORM BS5118/2;Peters;AIR38MM;;;;;;;;;
AIR63MM;LUCHTSLANG 2.1/2 ID;Rubaflex;DS063;;;;;;;;;
NOBELAIR 06X12MM;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;P000199;;;;;;;;;
NOBELAIR 08X13MM;AIRHOSE NOBEL AIR BLUE SOFT;Peters;20LNBL008000079;;;;;;;;;
NOBELAIR 08X14MM;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;P000201;;;;;;;;;
NOBELAIR 10X16MM;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;P000196;;;;;;;;;
NOBELAIR 10X16MMRED;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;NOBELAIR 10X16MMRED;;;;;;;;;
NOBELAIR 12X19MM;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;P000197;;;;;;;;;
NOBELAIR 13X19MM;AIR HOSE NOBEL AIR BLUE SOFT;Peters;20LNBL013000079;;;;;;;;;
NOBELAIR 19X28MM;ADEMLUCHTSLANG NOBEL AIR AS/R BREATH;Peters;P000198;;;;;;;;;
PDH-2;PARKER HOSE 1/8″;Parker;PDH-2;;;;;;;;;
SR25-32;NO-SKIVE 50.8MM (2) DN51 MULTI SPIRAL W.P. 250BAR;Parker;SR25-32;250;;;;;;;;
SR25TC-32;NO-SKIVE 50.8MM (2) DN51 MULTI SPIRAL TC W.P. 250BAR;Parker;SR25TC-32;250;;;;;;;;
SR29-24;NO-SKIVE 38.1MM (11/2) DN12 MULTI SPIRAL W.P. 290BAR;Parker;SR29-24;290;;;;;;;;
SR29TC-24;NO-SKIVE 38.1MM (11/2) DN12 MULTI SPIRAL TC W.P. 290BAR;Parker;SR29TC-24;290;;;;;;;;
SR35-10;NO-SKIVE 15.9MM (5/8) DN16 MULTI SPIRAL W.P. 350BAR;Parker;SR35-10;350;;;;;;;;
SR35-12;NO-SKIVE 19.1MM (3/4) DN19 MULTI SPIRAL W.P. 350BAR;Parker;SR35-12;350;;;;;;;;
SR35-16;NO-SKIVE 25.4MM (1) DN25 MULTI SPIRAL W.P. 350BAR;Parker;SR35-16;350;;;;;;;;
SR35-20;NO-SKIVE 31.8MM (11/4) DN31 MULTI SPIRAL W.P. 350BAR;Parker;SR35-20;350;;;;;;;;
SR35-8;NO-SKIVE 12.7MM (1/2) DN12 MULTI SPIRAL W.P. 350BAR;Parker;SR35-8;350;;;;;;;;
SR35TC-10;NO-SKIVE 15.9MM (5/8) DN16 MULTI SPIRAL TC W.P. 350BAR;Parker;SR35TC-10;350;;;;;;;;
SR35TC-12;NO-SKIVE 19.1MM (3/4) DN19 MULTI SPIRAL TC W.P. 350BAR;Parker;SR35TC-12;350;;;;;;;;
SR35TC-16;NO-SKIVE 25.4MM (1) DN25 LOW TEMP. W.P. 350 BAR;Parker;SR35TC-16;350;;;;;;;;
SR35TC-20;NO-SKIVE 31.8MM (11/4) DN31 MULTI SPIRAL TC W.P. 350BAR;Parker;SR35TC-20;350;;;;;;;;
SR35TC-8;NO-SKIVE 12.7MM (1/2) DN12 MULTI SPIRAL TC W.P. 350BAR;Parker;SR35TC-8;350;;;;;;;;
SR45-6;NO-SKIVE 17.1MM (3/8) DN10 MULTI SPIRAL W.P. 450BAR;Parker;SR45-6;450;;;;;;;;
SR45TC-6;NO-SKIVE 17.1MM (3/8) DN10 MULTI SPIRAL TC W.P. 450BAR;Parker;SR45TC-6;450;;;;;;;;
SRI42-10;NO-SKIVE 15.9MM (5/8) DN16 MULTI SPIRAL W.P. 420BAR;Parker;SRI42-10;420;;;;;;;;
SRI42-12;NO-SKIVE 19.1MM (3/4) DN19 MULTI SPIRAL W.P. 420BAR;Parker;SRI42-12;420;;;;;;;;
SRI42-16;NO-SKIVE 25.4MM (1) DN25 MULTI SPIRAL W.P. 420BAR;Parker;SRI42-16;420;;;;;;;;
SRI42-20;NO-SKIVE 31.8MM (11/4) DN31 MULTI SPIRAL W.P. 420BAR;Parker;SRI42-20;420;;;;;;;;
SRI42-8;NO-SKIVE 12.7MM (1/2) DN12 MULTI SPIRAL W.P. 420BAR;Parker;SRI42-8;420;;;;;;;;
SRI42TC-10;NO-SKIVE 15.9MM (5/8) DN16 MULTI SPIRAL TC W.P. 420BAR;Parker;SRI42TC-10;420;;;;;;;;
SRI42TC-12;NO-SKIVE 19.1MM (3/4) DN19 MULTI SPIRAL TC W.P. 420BAR;Parker;SRI42TC-12;420;;;;;;;;
SRI42TC-16;NO-SKIVE 25.4MM (1) DN25 MULTI SPIRAL TC W.P. 420BAR;Parker;SRI42TC-16;420;;;;;;;;
SRI42TC-20;NO-SKIVE 31.8MM (11/4) DN31 MULTI SPIRAL TC W.P. 420BAR;Parker;SRI42TC-20;420;;;;;;;;
SRI42TC-8;NO-SKIVE 12.7MM (1/2) DN12 MULTI SPIRAL TC W.P. 420BAR;Parker;SRI42TC-8;420;;;;;;;;
SX35LT-12;SX35LT-12;Parker;SX35LT-12;;;;;;;;;
SX35LT-16;NO-SKIVE 25.4MM (1) DN25 LOW TEMP. W.P. 350 BAR;Parker;SX35LT-16;350;;;;;;;;
SX35LT-20;NO-SKIVE 31.5MM (11/4) DN32 LOW TEMP. W.P. 350 BAR;Parker;SX35LT-20;350;;;;;;;;
SX42LT-12;NO-SKIVE 19.1MM (3/4) DN20 LOW TEMP. W.P. 420 BAR;Parker;SX42LT-12;420;;;;;;;;
SX42LT-16;NO-SKIVE 25.4MM (1) DN25 LOW TEMP. W.P. 420 BAR;Parker;SX42LT-16;420;;;;;;;;
SX42LT-20;NO-SKIVE 31.5MM (11/4) DN32 LOW TEMP. W.P. 420 BAR;Parker;SX42LT-20;420;;;;;;;;
0441-04;4SP 6.4MM (1/4) DN06 OUT.SKIVE W.P. 450 BAR;Interpump;TFDM4SP-04;450;;;;;;;;
0441-06;4SP 9.5MM (3/8) DN10 OUT.SKIVE W.P. 445 BAR;Interpump;TFDM4SP-06;445;;;;;;;;
0441-08;4SP 12.7MM (1/2) DN12 OUT.SKIVE W.P. 415 BAR;Interpump;TFDM4SPN08;415;;;;;;;;
0441-10;4SP 15.9MM (5/8) DN16 OUT.SKIVE W.P. 350 BAR;Interpump;TFDM4SP-10;350;;;;;;;;
0441-10RM;4SP 15.9MM (5/8) DN16 OUT.SKIVE W.P. 350 BAR;Parker;0441-10RM;192;;;;;;;;
0441-12;4SP 19.1MM (3/4) DN20 OUT.SKIVE W.P. 350 BAR;Interpump;TFDM4SP-12;350;;;;;;;;
0441-16;4SP 25.4MM (1) DN25 OUT.SKIVE W.P. 280 BAR;Interpump;TFDM4SPN16;280;;;;;;;;
0441-24;4SP 38.1MM (1-1/2) DN38 OUT. SKIVE W.P. 185 BAR;Interpump;TFD04SP-24;185;;;;;;;;
0441-32;4SP 50.8MM (2) DN50 OUT.SKIVE W.P. 172 BAR;Interpump;TFD04SP-32;172;;;;;;;;
0442-06;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-06;;;;;;;;;
0442-08;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-08;;;;;;;;;
0442-10;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-10;;;;;;;;;
0442-12;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-12;;;;;;;;;
0442-16;MTR SLANG (4SP) TYPE TFD;Interpump;TFDM4SP-16;;;;;;;;;
0442-20;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-20;;;;;;;;;
0442-24;MTR SLANG (4SP) TYPE TFD;Interpump;TFD04SP-24;;;;;;;;;
0446-12;4SH 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR4SH-12;420;;;;;;;;
0446-16;4SH 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 385 BAR;Interpump;TFDR4SH-16;385;;;;;;;;
0446-20;4SH 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Interpump;TFDR4SH-20;350;;;;;;;;
0446-24;4SH 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 300 BAR;Interpump;TFDR4SH-24;300;;;;;;;;
0446-32;4SH 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 250 BAR;Interpump;TFDR4SH-32;250;;;;;;;;
0447-10;R15-DN16 (5/8) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-10;420;;;;;;;;
0447-12;R15-DN19 (3/4) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-12;420;;;;;;;;
0447-16;R15-DN25 (1) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-16;420;;;;;;;;
0447-20;R15-DN32 (1-1/4) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-20;420;;;;;;;;
0447-24;R15-DN38 (1-1/2) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-24;420;;;;;;;;
0447-32;R15-DN50 (2) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-32;420;;;;;;;;
0449-04;MTR SLANG (R13) WP 690 BAR;Parker;0003S0032357;690;;;;;;;;
0449-06;MTR SLANG (R13);Parker;3005320;;;;;;;;;
0449-08;MTR SLANG (R13);Parker;0003S0135821;;;;;;;;;
0449-16;R13 25.4MM (1) DN25 WP 350BAR;Interpump;TFDR013-16;350;;;;;;;;
0449-20;R13 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-20;350;100V4-20;50,2;21,5;74;;;;
0449-24;R13 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-24;350;100V6-24;63,2;22;65;;;;
0449-32;R13 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-32;350;100V6-32;77,3;22;75;;;;
0449-40;MTR SLANG (R13);Manuli;0480-40;;;;;;;;;
0449-48;MTR SLANG (R13);Parker;H10103076MSC9;;;;;;;;;
0480-32;MTR SLANG (R15) MANULI DIAMONDSPIR;Manuli;0480-32;;;;;;;;;
0731-20;NO-SKIVE 31.8MM (1-1/4) DN32 4SH W.P. 32.5 MPa;Parker;731-20;325;;;;;;;;
0731-24;NO-SKIVE 38.1MM (1-1/2) DN38 4SH W.P. 29.0 MPa;Parker;731-24;290;;;;;;;;
0731-32;NO-SKIVE 50.8MM (2) DN50 4SH W.P. 25.0 MPa;Parker;731-32;250;;;;;;;;
0731TC-12;NO-SKIVE 19.0MM (3/4) DN19 4SH T.C. W.P. 42.0 MPa;Parker;731TC-12;420;;;;;;;;
0731TC-16;NO-SKIVE 25.4MM (1) DN25 4SH T.C. W.P. 38.0 MPa;Parker;731TC-16;380;;;;;;;;
0731TC-20;NO-SKIVE 31.8MM (1-1/4) DN32 4SH T.C. W.P. 32.5 MPa;Parker;731TC-20;325;;;;;;;;
0731TC-32;NO-SKIVE 50MM (2) DN50 4SH T.C. 731TC-32;Parker;731TC-32;;;;;;;;;
0791TC-12;NO-SKIVE 19.1MM (3/4) DN20 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-12;420;;;;;;;;
0791TC-16;NO-SKIVE 25.4MM (1) DN25 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-16;420;;;;;;;;
0791TC-24;NO-SKIVE 38.1MM (1-1/2) DN38 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-24;420;;;;;;;;
424-32;MEDIUM PRESSURE HOSE PHOSPHATE ESTHER 2″;Parker;424-32;;;;;;;;;
701-10;4SP 15.9MM (5/8) DN16 NO-SKIVE W.P. 350 BAR;Parker;701-10;350;;;;;;;;
701-12;4SP 19.1MM (3/4) DN20 NO-SKIVE W.P. 350 BAR;Parker;701-12;350;;;;;;;;
701-16;4SP 25.4MM (1) DN25 NO-SKIVE W.P. 280 BAR;Parker;701-16;280;;;;;;;;
701-8;4SP 12.7MM (1/2) DN12 NO-SKIVE W.P. 415 BAR;Parker;701-8;415;;;;;;;;
701TC-10;4SP 15.9MM (5/8) DN16 NO-SKIVE W.P. 350 BAR T.C.;Parker;701TC-10;350;;;;;;;;
BPK-12;MTR SLANG (BLASTOPAK);Parker;BPK-12;1100;WB;37,6;15;52;;;;
BPK-16;MTR SLANG (BLASTOPAK);Parker;BPK-16;800;WB;46,5;17;65;;;;
BPK-6;MTR SLANG (BLASTOPAK);Parker;BPK-6;1100;WB;24,5;12;38;;;;
BPK-8;MTR SLANG (BLASTOPAK);Parker;BPK-8-DL40;1100;WB;30,2;13;43;;;;
F42-12;R15 19.1MM (3/4) DN20 NO. SKIVE PHOSPHATE ESTER W.P. 420 BAR;Parker;F42-12;420;;;;;;;;
F42-16;R15 25.4MM (1) DN25 NO. SKIVE PHOSPHATE ESTER W.P. 420 BAR;Parker;F42-16;420;;;;;;;;
F42-20;R15 31.8MM (1-1/4) DN31 NO-SKIVE W.P. 420 BAR;Parker;F42-20;420;;;;;;;;
FA35-12;PARLOCK FIREARMOR R35 DN19 (19.1MM) 3/4 WP 350;Parker;FA35-12;350;;;;;;;;
FA35-12-DL;PARLOCK FIREARMOR R35 DN19 (19.1MM) 3/4 WP 350;Parker;FA35-12-DL;350;;;;;;;;
FA35-16;PARLOCK FIREARMOR R35 DN25 (25.4MM) 1 WP 350;Parker;FA35-16;350;;;;;;;;
FA35-20;PARLOCK FIREARMOR R35 DN31  (31.8MM) 1 WP 350;Parker;FA35-20;350;;;;;;;;
FA35-6;PARLOCK FIREARMOR R35 DN10 (9.5MM) 3/8 WP 350;Parker;FA35-6;350;;;;;;;;
FA35-8;PARLOCK FIREARMOR R35 DN12 (12.7MM) 1/2 WP 350;Parker;FA35-8;350;;;;;;;;
H29-12;4SH 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29-12;430;100V4-12;33,9;15;52;;;;
H29-16;4SH 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29-16;400;100V4-16;42,5;17;65;;;;
H29-20;4SH 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29-20;350;100V4-20;50,2;21,5;74;;;;
H29-24;4SH 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29-24;310;100V4-24;57,3;22;81;;;;
H29-32;4SH 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29-32;280;100V4-32;73,5;29;85;;;;
H29ST-12;4SH 19.1MM (3/4) DN20 S.T. IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29ST-12;430;100V4-12;33,9;15;52;;;;
H29ST-16;4SH 25.4MM (1) DN25 S.T. IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29ST-16;400;100V4-16;42,5;17;65;;;;
H29ST-20;4SH 31.8MM (1-1/4) DN32 S.T. IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29ST-20;350;100V4-20;50,2;21,5;74;;;;
H29ST-24;4SH 38.1MM (1-1/2) DN38 S.T. IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29ST-24;310;100V4-24;57,3;22;81;;;;
H29ST-32;4SH 50.8MM (2) DN50 S.T. IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29ST-32;280;100V4-32;73,5;29;85;;;;
H29TC-12;4SH 19.1MM (3/4) DN20 T.C. IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29TC-12;430;100V4-12;33,9;15;52;;;;
H29TC-16;4SH 25.4MM (1) DN25 T.C. IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29TC-16;400;100V4-16;42,5;17;65;;;;
H29TC-20;4SH 31.8MM (1-1/4) DN32 T.C. IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29TC-20;350;100V4-20;50,2;21,5;74;;;;
H29TC-24;4SH 38.1MM (1-1/2) DN38 T.C. IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29TC-24;310;100V4-24;57,3;22;81;;;;
H29TC-32;4SH 38.1MM (2) DN50 T.C. IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29TC-32;280;100V4-32;73,5;29;85;;;;
H31-04;4SP 6.3MM (1/4) DN06 OUT. SKIVE W.P. 500 BAR;Parker;H31-4;500;VS;19,8;;29;;;;
H31-06;4SP 9.5MM (3/8) DN10 OUT. SKIVE W.P. 445 BAR;Parker;H31-6;445;VS;23,5;;28;;;;
H31-08;4SP 12.7MM (1/2) DN12 OUT. SKIVE W.P. 415 BAR;Parker;H31-8;415;VS;26,5;;32;;;;
H31-10;4SP 15.9MM (5/8) DN16 OUT. SKIVE W.P. 390 BAR;Parker;H31-10;390;100V4-10;30,4;14,5;50;;;;
H31-12;4SP 19.1MM (3/4) DN20 OUT. SKIVE W.P. 350 BAR;Parker;H31-12;350;100V4-12;33,9;15;52;;;;
H31-16;4SP 25.4MM (1) DN25 OUT. SKIVE W.P. 310 BAR;Parker;H31-16;310;100V4-16;41,6;17;65;;;;
H31-20;4SP 31.8MM (1-1/4) DN32 OUT. SKIVE W.P. 280 BAR;Interpump;TFDM4SPN20;280;;;;;;;;
H31ST-06;4SP 9.5MM (3/8) DN10 S.T. OUT. SKIVE W.P. 445 BAR;Parker;H31ST-6;445;VS;23,5;;28;;;;
H31ST-08;4SP 12.7MM (1/2) DN12 S.T. OUT. SKIVE W.P. 415 BAR;Parker;H31ST-8;415;VS;26,5;;32;;;;
H31ST-10;4SP 15.9MM (5/8) DN16 S.T. OUT. SKIVE W.P. 390 BAR;Parker;H31ST-10;390;100V4-10;30,4;14,5;50;;;;
H31TC-06;4SP 9.5MM (3/8) DN10 T.C. OUT. SKIVE W.P. 445 BAR;Parker;H31TC-6;445;VS;23,5;;28;;;;
H31TC-08;4SP 12.7MM (1/2) DN12 T.C. OUT. SKIVE W.P. 415 BAR;Parker;H31TC-8;415;VS;26,5;;32;;;;
H31TC-10;4SP 15.9MM (5/8) DN16 T.C. OUT. SKIVE W.P. 390 BAR;Parker;H31TC-10;390;100V4-10;30,4;14,5;50;;;;
H31TC-12;4SP 19.1MM (3/4) DN20 T.C. OUT. SKIVE W.P. 350 BAR;Parker;H31TC-12;350;100V4-12;33,9;15;52;;;;
H31TC-16;4SP 25.4MM (1) DN25 T.C. OUT. SKIVE W.P. 310 BAR;Parker;H31TC-16;310;100V4-16;41,6;17;65;;;;
PLK28TC-32;PARKER 4SH 50,8MM (2) DN50 IN/OUT. SKIVE W.P. 280 BAR;Parker;PLK28TC-32;280;100V4-32;73,5;29;85;;;;
PLK31TC-24;PARKER 4SH 38,1MM (11/2) DN38 IN/OUT. SKIVE W.P. 310 BAR;Parker;PLK31TC-24;310;100V4-24;57,3;22;81;;;;
PLK35TC-20;PARKER 4SH 31,8MM (11/4) DN32 IN/OUT. SKIVE W.P. 350 BAR;Parker;PLK35TC-20;350;100V4-20;50,2;21,5;74;;;;
PLK35TC-40;PARKER R13 63,5MM (21/2) DN63 IN/OUT. SKIVE W.P. 350 BAR;Parker;PLK35TC-40;350;100V6-40;94,0;30;99;;;;
PLK35TC-48;PARKER R13 76,0MM (3) DN76 IN/OUT. SKIVE W.P. 210/350 BAR;Parker;PLK35TC-48;210;100V6-48;99,6;22;75;;;;
PLK39TC-10;PARKER 4SP 15,9MM (5/8) DN16 IN/OUT. SKIVE W.P. 390 BAR;Parker;PLK39TC-10;390;100V4-10;30,4;14,5;50,0;;;;
PLK40TC-16;PARKER 4SH 25,4MM (1) DN25 IN/OUT. SKIVE W.P. 400 BAR;Parker;PLK40TC-16;400;100V4-16;42,5;17;65;;;;
PLK42TC-8;PARKER 4SP 12,7MM (1/2) DN12 OUT. SKIVE W.P. 420 BAR;Parker;PLK42TC-8;420;VS;26,5;;32;;;;
PLK43TC-12;PARKER 4SH 19,1MM (3/4) DN20 IN/OUT. SKIVE W.P. 430 BAR;Parker;PLK43TC-12;430;100V4-12;33,9;15;52;;;;
PLK45TC-6;PARKER 4SP 9,5MM (3/8) DN10 OUT. SKIVE W.P. 450 BAR;Parker;PLK45TC-6;450;VS;23,5;;28;;;;
PLK50TC-4;PARKER 4SP 6.3MM (1/4) DN06 OUT. SKIVE W.P. 500 BAR;Parker;PLK50TC-4;500;VS;19,8;;29;;;;
R35-24;R13 38MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-24;350;100V6-24;63,2;22;65;;;;
R35-32;R13 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-32;350;100V6-32;77,3;22;75;;;;
R35TC-16;R13 TC 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-16;350;100V4-16;42,5;17;65;;;;
R35TC-20;R13 TC 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-20;350;100V4-20;50,2;21,5;74;;;;
R35TC-24;R13 TC 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-24;350;100V6-24;63,2;22;65;;;;
R35TC-32;R13 TC 50.8MM (2) DN51 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-32;350;100V6-32;77,3;22;75;;;;
R35TC-40;R13 TC 63.5MM (21/2) DN63 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-40;350;;;;;;;;
R35TC-48;R13 TC 76MM (3) DN76 IN-/OUT. SKIVE W.P. 350 BAR;Parker;RS35TC-48;350;;;;;;;;
R42-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-12;420;100V4-12;33,9;15;52;;;;
R42-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-16;420;100V4-16;42,5;17;65;;;;
R42-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-20;420;100V6-20;55,5;22;58;;;;
R42-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-24;420;100V6-24;63,2;22;65;;;;
R42-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-32;420;100V6-32;78;22;75;;;;
R42ST-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-12;420;100V4-12;33,9;15;52;;;;
R42ST-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-16;420;100V4-16;42,5;17;65;;;;
R42ST-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-20;420;100V6-20;55,5;22;58;;;;
R42ST-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-24;420;100V6-24;63,2;22;65;;;;
R42ST-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-32;420;100V6-32;78;22;75;;;;
R42TC-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-12;420;100V4-12;33,9;15;52;;;;
R42TC-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-16;420;100V4-16;42,5;17;65;;;;
R42TC-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-20;420;100V6-20;55,5;22;58;;;;
R42TC-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-24;420;100V6-24;63,2;22;65;;;;
R42TC-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-32;420;100V6-32;78;22;75;;;;
R50TC-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-12;500;100V4-12;34,4;15;52;;;;
R50TC-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-16;500;100V4-16;42,2;17;65;;;;
R50TC-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-20;500;100V6-20;57;22;58;;;;
R56TC-4;R15 6.4MM (1/4) DN06 TOUGH COVER SKIVE W.P. 560 BAR;Parker;R56TC-4;560;VS;20,5;;29;;;;
