artnr;artnm;Leverancier;Artikelnr leverancier;Werkdruk (bar);2delig_1 - Huls;2delig_1 - Pilaar;2delig_1 - Persmaat (mm);2delig_1 - Schilmaat intern (mm);2delig_1 - Schilmaat extern (mm);2delig_2 - Huls;2delig_2 - Pilaar;2delig_2 - Persmaat (mm);2delig_2 - Schilmaat intern (mm);2delig_2 - Schilmaat extern (mm);1delig_1;1delig_1 - Persmaat (mm);1delig_1 - Insteekdiepte (mm);1delig_1 - Schilmaat intern (mm);1delig_1 - Schilmaat extern (mm);1delig_2;1delig_2 - Persmaat (mm);1delig_2 - Insteekdiepte (mm);1delig_2 - Schilmaat intern (mm);1delig_2 - Schilmaat extern (mm);1delig_3;1delig_3 - Persmaat (mm);1delig_3 - Insteekdiepte (mm);1delig_3 - Schilmaat intern (mm);1delig_3 - Schilmaat extern (mm)
221FR-16;7/8 MARINE FUEL 221FR-16-RL;Parker;221FR-16;35;;;;;;;;;;;26;31,10;25;;;;;;;;;;;;
221FR-5;1/4 MARINE FUEL HOSE;Parker;221FR-5;35;;;;;;;;;;;26;14,50;21;;;;;;;;;;;;
221FR-6;5/16 MARINE FUEL HOSE;Parker;221FR-6;35;;;;;;;;;;;26;15,90;21;;;;;;;;;;;;
221FR-8;13/32 MARINE FUEL;Hydrasun;221FR-8;;;;;;;;;;;;;;;;;;;;;;;;;;
2244N-025V00;THERMOPLASTIC HIGH PRESSURE 3.9MM (5/32) DN04 W.P. 750 BAR;Parker;2244N-025V00;750;;;;;;;;;;;8X;;;;;;;;;;;;;;
2244N-06V00;THERMOPLASTIC HIGH PRESSURE 9.8MM (3/8) DN10 W.P. 535 BAR;Parker;2244N-06V00;535;;;;;;;;;;;8X;23,8;;;;;;;;;;;;;
2244N-08V10;THERMOPLASTIC HIGH PRESSURE 12.9MM (1/2) DN12 W.P. 550 BAR;Parker;2244N-08V10;550;;;;;;;;;;;8X;29,5;;;;;;;;;;;;;
2244N-20V30;THERMOPLASTIC HIGH PRESSURE 31.8MM (1-1/4) DN32 W.P. 275 BAR;Parker;2244N-20V30;275;;;;;;;;;;;8X;;;;;;;;;;;;;;
2245D-03V32;MTR POLYFLEX SLANG;Hydrasun;2245D-03V32;;;;;;;;;;;;;;;;;;;;;;;;;;
2245N-04V00;THERMOPLASTIC HIGH PRESSURE 6.3MM (1/4) DN06 W.P. 450 BAR;Parker;2245N-04V00;450;;;;;;;;;;;NX;15,5;32,0;;;;;;;;;;;;
2245N-06-06V00V00;THERMOPLASTIC HIGH PRESSURE 9.7MM (3/8) DN10 W.P. 375 BAR;Parker;2245N-06-06V00V00;375;;;;;;;;;;;NX;20,6;41,0;;;;;;;;;;;;
2245N-06V00;THERMOPLASTIC HIGH PRESSURE 9.7MM (3/8) DN10 W.P. 375 BAR;Parker;2245N-06V00;375;;;;;;;;;;;NX;20,6;41,0;;;;;;;;;;;;
2245N-06V30;THERMOPLASTIC HIGH PRESSURE 9.7MM (3/8) DN10 W.P. 375 BAR;Parker;2245N-06V30;375;;;;;;;;;;;NX;20,6;41,0;;;;;;;;;;;;
2245N-08V00;THERMOPLASTIC HIGH PRESSURE 12.8MM (1/2) DN12 W.P. 350 BAR;Parker;2245N-08V00;350;;;;;;;;;;;9X;25,7;49,0;;;;;;;;;;;;
2245N-08V30;THERMOPLASTIC MEDIUM PRESSURE 8.0MM (5/1) DN08 R7 W.P. 165B;Parker;2245N-08V30;165;;;;;;;;;;;9X;25,7;49,0;;;;;;;;;;;;
2245N-10V30;THERMOPLASTIC HIGH PRESSURE 16.0MM (5/8) DN16 W.P. 330 BAR;Parker;2245N-10V30;330;;;;;;;;;;;NX;29,0;51,5;;;;;;;;;;;;
2245N-12V30;THERMOPLASTIC HIGH PRESSURE 19.6MM (3/4) DN20 W.P. 300 BAR;Parker;2245N-12V30;300;;;;;;;;;;;NX;34,0;51,0;;;;;;;;;;;;
2245N-16V30;THERMOPLASTIC HIGH PRESSURE 25.0MM (1) DN25 W.P. 275 BAR;Parker;32;275;;;;;;;;;;;NX;38,8;51,0;;;;;;;;;;;;
2248D-05V32-TC;WP. 1035 BAR / BP. 2588 BAR ID. 8.1 ±0.1 / OD. 13.4 ±0.1;Parker;2248D-05V32-TC;1035;;;;;;;;;;;;;;;;;;;;;;;;;
2370N-04-04V10V10;MTR POLYFLEX SLANG;Parker;2370N-04-04V10V10;;;;;;;;;;;;NX;15,2;32,0;;;NX;;;;;;;;;
2370N-06/3-FACH;MTR POLYFLEX SLANG;Parker;2370N-06/3-FACH;;;;;;;;;;;;9X;;;;;NX;;;;;;;;;
2370N-06-06V10V10;MTR POLYFLEX SLANG;Parker;2370N-06-06V10V10-DL;;;;;;;;;;;;9X;;;;;NX;;;;;;;;;
2370N-06V10-LL;MTR POLYFLEX SLANG LONG LENGTH;Parker;2370N-06V10-LL;;;;;;;;;;;;9X;;;;;NX;;;;;;;;;
2370N-08/3-FACH;MTR POLYFLEX SLANG;Parker;2370N-08/3-FACH;;;;;;;;;;;;9X;25,0;49,0;;;NX;;;;;;;;;
2370N-08-08V10V10;MTR POLYFLEX SLANG;Parker;2370N0808V10V10-DL;;;;;;;;;;;;9X;25,0;49,0;;;NX;;;;;;;;;
2370N-08V10;MTR POLYFLEX SLANG;Parker;2370N-08V10;;;;;;;;;;;;9X;25,0;49,0;;;NX;;;;;;;;;
2380F-08V07;THERMOPLASTIC HIGH PRESSURE 12.8MM (1/2) DN12 W.P. 350 BAR;Parker;2380F-08V07;350;;;;;;;;;;;NX;27,0;44,0;;;;;;;;;;;;
2380F-10V07;THERMOPLASTIC HIGH PRESSURE 16.0MM (5/8) DN16 W.P. 300 BAR;Parker;2380F-10V07;300;;;;;;;;;;;NX;28,7;51,5;;;;;;;;;;;;
2380F-12V07-P;MTR POLYFLEX SLANG;Parker;2380F-12V07-P;;;;;;;;;;;;NX;34,0;51,0;;;;;;;;;;;;
2380M-04V30W;PARKER POLYFLEX SLANG BLACK;Parker;2380M-04V30W;;;;;;;;;;;;;;;;;;;;;;;;;;
2380N-025V10;PARKER POLYFLEX SLANG BLACK;Parker;2380N-025V10;;;;;;;;;;;;8X;13,0;;;;LX;13,0;;;;NX;13,0;;;
2380N-025V15V15;MTR POLYFLEX SLANG HYTORC COLOR;Parker;2380N-025V15V15-HYTORC;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N04-04V00V00;MTR POLYFLEX SLANG;Parker;2380N04-04V00V00;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N04-04V02V04;MTR POLYFLEX SLANG RED/BLUE;Parker;2380N-04-04V02V04;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N04-04V04V06;MTR POLYFLEX SLANG;Parker;2380N04-04V04V06;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-04-04V08V08-HYT;MTR POLYFLEX SLANG HYTORC COLOR;Parker;2380N-04-04V08V08-HYT;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-04V00;MTR POLYFLEX SLANG;Parker;2380N-04V00;;;;;;;;;;;;8X;18,5;;;;LX;18,5;;;;NX;18,5;;;
2380N-04V02;MTR POLYFLEX SLANG BLUE;Parker;2380N-04V02;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-04V04;MTR POLYFLEX SLANG RED;Parker;2380N-04V04;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-06V10;PARKER POLYFLEX SLANG BLACK;Parker;2380N-06V10;575;;;;;;;;;;;8X;23,4;;;;LX;23,4;;;;NX;23,4;;;
2380N-16V12;MTR POLYFLEX SLANG DN25 BLUE;Parker;2380N-16V12;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-16V13;MTR POLYFLEX SLANG DN25 GREEN;Parker;2380N-16V13;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-16V16;MTR POLYFLEX SLANG DN25 YELLOW;Parker;2380N-16V16;;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2380N-20V30;MTR POLYFLEX SLANG DN32;Parker;2380N-20V30;275;;;;;;;;;;;8X;;;;;LX;;;;;NX;;;;
2388N-04-04V04V04;MTR POLYFLEX SLANG;Parker;2388N-04-04V04V04;;;;;;;;;;;;8X;;;;;BS;;;;;;;;;
2388N-04V00;MTR POLYFLEX SLANG;Parker;2388N-04V00-DL;;;;;;;;;;;;8X;;;;;BS;;;;;;;;;
2388N-08V12;MTR POLYFLEX SLANG;Parker;2388N-08V12;;;;;;;;;;;;8X;;;;;BS;;;;;;;;;
2390N-04V00;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLACK;Parker;2390N-04V00;;;;;;;;;;;;8X;18,3;31,0;;;9X;;;;;E3;;;;
2390N-04V10;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLACK;Parker;2390N-04V10-DL;;;;;;;;;;;;8X;18,3;31,0;;;9X;;;;;E3;;;;
2390N-04V12;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLUE;Parker;2390N-04V12-DL;;;;;;;;;;;;8X;18,3;31,0;;;9X;;;;;E3;;;;
2390N-04V16;MTR POLYFLEX HIGH PRESSURE HOSE DN06 YELLOW;Parker;2390N-04V16-DL;;;;;;;;;;;;8X;18,3;31,0;;;9X;;;;;E3;;;;
2390N-08V10;MTR POLYFLEX HIGH PRESSURE HOSE DN12;Parker;2390N-08V10;;;;;;;;;;;;9X;26,2;49,0;;;9X;;;;;E3;;;;
2390N-08V12;MTR POLYFLEX HIGH PRESSURE HOSE DN12 BLUE;Parker;2390N-08V12-DL;;;;;;;;;;;;9X;26,2;49,0;;;9X;;;;;E3;;;;
2390N-08V13;MTR POLYFLEX HIGH PRESSURE HOSE DN12 GREEN;Parker;2390N-08V13-DL;;;;;;;;;;;;9X;26,2;49,0;;;9X;;;;;E3;;;;
2390N-08V16;MTR POLYFLEX HIGH PRESSURE HOSE DN12 YELLOW;Parker;2390N-08V16-DL;;;;;;;;;;;;9X;26,2;49,0;;;9X;;;;;E3;;;;
2390N-08V91;MTR POLYFLEX HIGH PRESSURE HOSE DN12 BLACK;Parker;2390N-08V91;;;;;;;;;;;;9X;26,2;49,0;;;9X;;;;;E3;;;;
2390N-12-12V00V00;MTR POLYFLEX HIGH PRESSURE HOSE TWIN DN20;Parker;2390N-12-12V00V00;;;;;;;;;;;;8X;;;;;9X;;;;;E3;;;;
2390N-12V03;MTR POLYFLEX HIGH PRESSURE HOSE DN20 GREEN;Parker;2390N-12V03;;;;;;;;;;;;8X;;;;;9X;;;;;E3;;;;
2390N-16V12;MTR POLYFLEX HIGH PRESSURE HOSE DN20 BLUE;Parker;2390N-16V12;;;;;;;;;;;;9X;40,3;59,0;;;9X;;;;;E3;;;;
2390N-16V13;MTR POLYFLEX HIGH PRESSURE HOSE DN25 GREEN;Parker;2390N-16V13;;;;;;;;;;;;9X;40,3;59,0;;;9X;;;;;E3;;;;
2390N-16V16;MTR POLYFLEX HIGH PRESSURE HOSE DN25 YELLOW;Parker;2390N-16V16;;;;;;;;;;;;9X;40,3;59,0;;;9X;;;;;E3;;;;
2440D-025V32-TC;ULTRA HIGH PRESSURE HOSE DN 04;Parker;2440D-025V32-TC;;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440D-03V32;ULTRA HIGH PRESSURE HOSE DN 05 180 MPA;Parker;2440D-03V32-DL;1800;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440D-03V37;ULTRA HIGH PRESSURE HOSE DN 05 180 MPA;Parker;2440D-03V37-DL;1800;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440D-04V32;ULTRA HIGH PRESSURE HOSE DN 06 120MPA;Parker;2440D-04V32;1200;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440D-05V32;ULTRA HIGH PRESSURE HOSE DN 08;Parker;2440D-05V32;;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440N-06V30;ULTRA HIGH PRESSURE HOSE 140 MPA;Parker;2440N-06V30;1400;;;;;;;;;;;LX;26,2;;;;;;;;;;;;;
2440N-08V30;ULTRA HIGH PRESSURE HOSE 130 MPA;Parker;2440N-08V30;1300;;;;;;;;;;;LX;30,7;;;;;;;;;;;;;
2440N-12V30;ULTRA HIGH PRESSURE HOSE 100 MPA;Parker;2440N-12V30;1000;;;;;;;;;;;LX;38,5;;;;;;;;;;;;;
2440N-16V30;ULTRA HIGH PRESSURE HOSE;Parker;2440N-16V30;900;;;;;;;;;;;LX;45,3;;;;;;;;;;;;;
2440N-16V37;ULTRA HIGH PRESSURE HOSE;Parker;2440N-16V37;;;;;;;;;;;;LX;;;;;;;;;;;;;;
2440N-16V91/16-43.2MM-10K;ULTRA HIGH PRESSURE HOSE DOUBLE WALL 1″;Parker;2440N-16V91/16-43.2MM-10K;;;;;;;;;;;;LX;;;;;;;;;;;;;;
2580N-06V12;PARKER POLYFLEX SLANG DARK BLUE DN10 1600 BAR;Parker;2580N-06V12;1600;;;;;;;;;;;BL;26,1;;;;;;;;;;;;;
2580N-08V12;PARKER POLYFLEX SLANG DARK BLUE DN12 1400 BAR;Parker;2580N-08V12;1400;;;;;;;;;;;BL;29,8;;;;;;;;;;;;;
2640D-03V32;ULTRA HIGH PRESSURE HOSE DN 05 250 MPA;Parker;2640D-03V32;2500;;;;;;;;;;;2X;;;;;;;;;;;;;;
2640N-08V32;ULTRA HIGH PRESSURE HOSE DN12 1800 BAR;Parker;2640N-08V32;1800;;;;;;;;;;;2X;31,7;;;;5X;31,7;;;;;;;;
2648N-32V80;BLACK EAGLE 2″ WP 15.000 PSI;Parker;2648N-32V80;1;;;;;;;;;;;;;;;;;;;;;;;;;
301SN-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R2AT W.P. 250 BAR 301SN10;Parker;301SN-10;250;13001-10MM;10;28,5;;;;;;;;48;27,95;25;;;;;;;;;;;;
301SN-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R2AT W.P. 215 BAR 301SN12;Parker;301SN-12;215;13001-12MM;10;32,3;;;;;;;;48;31,75;25;;;;;;;;;;;;
301SN-16;NO-SKIVE 25.4MM (1) DN25 SAE100R2AT W.P. 165 BAR;Parker;301SN-16;165;13001-16MM;10;40,8;;;;;;;;48;39,3;30;;;;;;;;;;;;
301SN-20;NO-SKIVE 31.8MM (1-1/4) DN32 SAE100R2AT W.P. 125 BAR;Parker;301SN-20;125;13001-20MM;10;50,9;;;;;;;;48;51,3;46;;;;;;;;;;;;
301SN-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R2AT W.P. 90 BAR;Parker;301SN-24;90;13001-24MM;10;58;;;;;;;;48;59,4;37;;;;;;;;;;;;
301SN-32;NO-SKIVE 50.8MM (2) DN50 SAE100R2AT W.P. 80 BAR;Parker;301SN-32;80;13001-32MM;10;70,8;;;;;;;;48;70,7;47;;;;;;;;;;;;
301SN-4;NO-SKIVE 6.3MM (1/4) DN06 SAE100R2AT W.P. 400 BAR;Parker;301SN-4;400;13001-04MM;10;17,5;;;;;;;;48;17,65;22;;;;;;;;;;;;
301SN-40;NO-SKIVE 63.1MM (2-1/2) DN63 SAE100R2AT W.P. 69 BAR;F.B. Hydraulic SRL;131110640;69;13001-40MM;10;;;;;;;;;;;;;;;;;;;;;;;
301SN-48;NO-SKIVE 75.5MM (3) DN75 SAE100R2AT W.P. 50 BAR;F.B. Hydraulic SRL;131110648;50;13001-48MM;10;;;;;;;;;;;;;;;;;;;;;;;
301SN-5;NO-SKIVE 7.9MM (5/16) DN08 SAE100R2AT W.P. 350 BAR;Parker;301SN-5;350;13001-05MM;10;19,4;;;;;;;;48;19,3;24;;;;;;;;;;;;
301SN-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R2AT W.P. 330 BAR;Parker;301SN-6;330;13001-06MM;10;20,9;;;;;;;;48;21,6;22;;;;;;;;;;;;
301SN-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R2AT W.P. 275 BAR;Parker;301SN-8;275;13001-08MM;10;25,1;;;;;;;;48;24,65;24;;;;;;;;;;;;
301TC-10;NO-SKIVE 16MM (5/8) DN16 SAE100R2AT W.P. 250 BAR;Parker;301TC-10;250;13001-10MM;10;;;;;;;;;48;27,95;25;;;;;;;;;;;;
301TC-12;NO-SKIVE 19MM (3/4) DN19 SAE100R2AT W.P. 215 BAR;Parker;301TC-12;215;13001-12MM;10;;;;;;;;;48;31,75;25;;;;;;;;;;;;
301TC-16;NO-SKIVE 25.4MM (1) DN25 SAE100R2AT W.P. 165 BAR;Parker;301TC-16;165;13001-16MM;10;;;;;;;;;48;39,3;30;;;;;;;;;;;;
301TC-20;NO-SKIVE 31.8MM (11/4) DN31 SAE100R2AT W.P. 125 BAR;Parker;301TC-20;125;13001-20MM;10;;;;;;;;;48;51,3;46;;;;;;;;;;;;
301TC-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R2AT W.P. 90 BAR;Parker;301TC-24;90;13001-24MM;10;;;;;;;;;48;59,4;37;;;;;;;;;;;;
301TC-32;NO-SKIVE 50.8MM (2) DN50 T.C. SAE100R2AT W.P. 80 BAR;Parker;301TC-32;80;13001-32MM;10;;;;;;;;;48;70,7;47;;;;;;;;;;;;
301TC-4;NO-SKIVE 6.4MM (1/4) DN06 SAE100R2AT W.P. 400 BAR;Parker;301TC-4;400;13001-04MM;100;;;;;;;;;48;17,65;22;;;;;;;;;;;;
301TC-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R2AT W.P. 330 BAR;Parker;301TC-6;330;13001-06MM;100;;;;;;;;;48;21,6;22;;;;;;;;;;;;
301TC-8;NO-SKIVE 12MM (1/2) DN10 SAE100R2AT W.P. 275 BAR;Parker;301TC-8;275;13001-08MM;100;;;;;;;;;48;24,65;24;;;;;;;;;;;;
372RH-10;PARKER RAIL HOSE 372RH DN16;Parker;372RH-10;;;AI;;;;;;;;;70;32,25;35;;;;;;;;;;;;
421SN-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R1AT 1SN W.P. 130 BAR;Parker;421SN-10;130;13001-10MM;10;26,5;;;13002-10MM;10;26,8;;;48;26,9;25;;;;;;;;;;;;
421SN-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R1AT 1SN W.P. 105 BAR;Parker;421SN-12;105;13001-12MM;10;31,1;;;13002-12MM;10;31;;;48;30,75;25;;;;;;;;;;;;
421SN-16;NO-SKIVE 25.4MM (1) DN25 SAE100R1AT 1SN W.P. 88 BAR;Parker;421SN-16;88;13001-16MM;10;38,3;;;13002-16MM;10;38,8;;;48;38,35;30;;;;;;;;;;;;
421SN-20;NO-SKIVE 31.8MM (1-1/4) DN32 SAE100R1AT 1SN W.P. 63 BAR;Parker;421SN-20;63;13001-20MM;10;48;;;13002-20MM;10;48;;;48;50,3;46;;;;;;;;;;;;
421SN-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;421SN-24;50;13001-24MM;10;55,2;;;13002-24MM;10;55,2;;;48;58,4;37;;;;;;;;;;;;
421SN-32;NO-SKIVE 50.8MM (2) DN50 SAE100R1AT 1SN W.P. 40 BAR;Parker;421SN-32;40;13001-32MM;10;68,5;;;13002-32MM;10;68,4;;;48;69,7;47;;;;;;;;;;;;
421SN-4;NO-SKIVE 6.3MM (1/4) DN06 SAE100R1AT 1SN W.P. 225 BAR;Parker;421SN-4;225;13001-04MM;10;16,5;;;13002-04MM;10;15,5;;;48;16,65;22;;;;;;;;;;;;
421SN-5;NO-SKIVE 7.9MM (5/16) DN08 SAE100R1AT 1SN W.P. 215 BAR;Parker;421SN-5;215;13001-05MM;10;18,7;;;13002-05MM;10;17,8;;;48;18,3;24;;;;;;;;;;;;
421SN-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT 1SN W.P. 180 BAR;Parker;421SN-6;180;13001-06MM;10;20,1;;;13002-06MM;10;20,4;;;48;20,6;22;;;;;;;;;;;;
421SN-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT 1SN W.P. 160 BAR;Parker;421SN-8;160;13001-08MM;10;24,3;;;13002-08MM;10;23,4;;;48;23,6;24;;;;;;;;;;;;
421TC-04;NO-SKIVE 6.3MM (1/4) DN06 SAE100R1AT W.P. 225 BAR;Parker;421TC-4;225;13001-04MM;10;17,5;;;;;;;;48;16,65;22;;;;;;;;;;;;
421TC-06;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT W.P. 180 BAR;Parker;421TC-6;180;13001-06MM;10;20,9;;;;;;;;48;20,6;22;;;;;;;;;;;;
421TC-08;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT W.P. 160 BAR;Parker;421TC-8;160;13001-08MM;10;25,1;;;;;;;;48;23,6;24;;;;;;;;;;;;
421TC-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;421TC-24;50;13001-24MM;10;58;;;;;;;;48;58,4;37;;;;;;;;;;;;
421TC-32;NO-SKIVE 50.8MM (2) DN50 SAE100R1AT 1SN W.P. 40 BAR;Parker;421TC-32;40;13001-32MM;10;70,8;;;;;;;;48;69,7;47;;;;;;;;;;;;
422-12;NO-SKIVE 19.0MM (3/4) DN19 SAE100R1AT 1SN W.P. 105 BAR;Parker;422-12;105;;;;;;;;;;;48;30,75;25;;;;;;;;;;;;
422-16;NO-SKIVE 25.4MM (1) DN25 SAE100R1AT 1SN W.P. 88 BAR;Parker;422-16;88;;;;;;;;;;;48;38,35;30;;;;;;;;;;;;
422-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;422-24;50;;;;;;;;;;;48;58,4;37;;;;;;;;;;;;
422-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT 1SN W.P. 180 BAR;Parker;422-4;180;;;;;;;;;;;48;20,6;22;;;;;;;;;;;;
422-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT 1SN W.P. 160 BAR;Parker;422-8;160;;;;;;;;;;;48;23,6;24;;;;;;;;;;;;
431-12;MTR COMPACT NO-SKIVE HOSE;Parker;431-12;;;;;;;;;;;;;;;;;;;;;;;;;;
431-16;MTR COMPACT NO-SKIVE HOSE;Parker;431-16;;;;;;;;;;;;;;;;;;;;;;;;;;
431-4;MTR COMPACT NO-SKIVE HOSE;Parker;431-4;;;;;;;;;;;;;;;;;;;;;;;;;;
431-6;MTR COMPACT NO-SKIVE HOSE;Parker;431-6;;;;;;;;;;;;;;;;;;;;;;;;;;
431-8;MTR COMPACT NO-SKIVE HOSE;Parker;431-8;;;;;;;;;;;;;;;;;;;;;;;;;;
441-04;NO-SKIVE 6.3MM (1/4) DN06 SAE100R16 W.P. 350 BAR;Parker;441-4;350;;10;;;;;;;;;48;16,65;22;;;46;15,6;23;;;;;;;
441-05;NO-SKIVE 7.9MM (5/16) DN08 SAE100R16 W.P. 297 BAR;Parker;441-5;297;;10;;;;;;;;;48;18,3;24;;;46;17,4;23;;;;;;;
441-06;NO-SKIVE 9.5MM (3/8) DN10 SAE100R16 W.P. 280 BAR;Parker;441-6;280;;10;;;;;;;;;48;20,6;22;;;46;20,6;22;;;;;;;
441-08;NO-SKIVE 12.7MM (1/2) DN12 SAE100R16 W.P. 245 BAR;Parker;441-8;245;;10;;;;;;;;;48;23,6;24;;;46;23,6;24;;;;;;;
441-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R16 W.P. 192 BAR;Parker;441-10;192;;10;;;;;;;;;48;26,9;25;;;46;26,9;25;;;;;;;
441-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R16 W.P. 157 BAR;Parker;441-12;157;;10;;;;;;;;;48;30,75;25;;;46;30,75;25;;;;;;;
441-16;NO-SKIVE 25.4MM (1) DN25 SAE100R16 W.P. 140 BAR;Parker;441-16;140;;10;;;;;;;;;48;38,35;30;;;46;38,35;29;;;;;;;
441RH-10;MTR SAE 100 R16 DN16 RAILWAY HOSE;Parker;441RH-10;192;13001-10MM;10;26,5;;;13002-10MM;10;26,8;;;48;26,9;25;;;46;26,9;25;;;;;;;
441RH-12;MTR SAE 100 R16 DN20 RAILWAY HOSE;Parker;441RH-12;157;13001-12MM;10;31,1;;;13002-12MM;10;31;;;48;30,75;25;;;46;30,75;38;;;;;;;
441RH-16;MTR SAE 100 R16 DN25 RAILWAY HOSE;Parker;441RH-16;140;13001-16MM;10;38,3;;;13002-16MM;10;38,8;;;48;38,35;30;;;46;38,35;29;;;;;;;
441RH-4;MTR SAE 100 R16 DN6 RAILWAY HOSE;Parker;441RH-4;350;13001-04MM;10;16,5;;;13002-04MM;10;15,5;;;48;16,65;22;;;46;15,6;23;;;;;;;
441RH-5;MTR SAE 100 R16 DN8 RAILWAY HOSE;Parker;441RH-5;297;13001-05MM;10;18,7;;;13002-05MM;10;17,8;;;48;18,3;24;;;46;17,4;23;;;;;;;
441RH-6;MTR SAE 100 R16 DN10 RAILWAY HOSE;Parker;441RH-6;280;13001-06MM;10;20,1;;;13002-06MM;10;20,4;;;48;20,6;22;;;46;20,6;22;;;;;;;
441RH-8;MTR SAE 100 R16 DN12 RAILWAY HOSE;Parker;441RH-8;245;13001-08MM;10;24,3;;;13002-08MM;10;23,4;;;48;23,6;24;;;46;23,6;24;;;;;;;
510A-4;PARFLEX 510A-4 DN06;Parker;510A-4;;;;;;;;;;;;;;;;;;;;;;;;;;
510D-10;PARFLEX 510D-10 DN16 SAE 100 R7 HOSE;Parker;510D-10;;;;;;;;;;;;56;25,65;31;;;;;;;;;;;;
510D-12;PARFLEX 510D-12 DN20 SAE 100 R7;Parker;510D-12;;;;;;;;;;;;56;28,19;34;;;;;;;;;;;;
510D-16;PARFLEX 510D-16 DN25;Parker;510D-16;;;;;;;;;;;;56;34,42;49;;;;;;;;;;;;
510D-3;PARFLEX 510D-3 DN05 ISO / SAE 100 R7;Parker;510D-3;;;;;;;;;;;;56;12,45;16;;;;;;;;;;;;
510D-4;PARFLEX 510D-4 DN06 ISO / SAE 100 R7;Parker;510D-4;;;;;;;;;;;;56;13,84;24;;;;;;;;;;;;
510D-5;PARFLEX 510D-5 DN08 ISO / SAE 100 R7;Parker;510D-5;;;;;;;;;;;;56;16,00;26;;;;;;;;;;;;
510D-5-5;THERMOPLASTIC MEDIUM PRESSURE 8.0MM (5/16) DN08 R7 W.P. 165B;Parker;510D-5-5;165;;;;;;;;;;;56;16,00;26;;;;;;;;;;;;
510D-6;PARFLEX 510D-6 DN 10 SAE 100 R7;Parker;510D-6;;;;;;;;;;;;56;17,40;25;;;;;;;;;;;;
510D-8;PARFLEX 510D-8 DN12 ISO / SAE 100 R7;Parker;510D-8;;;;;;;;;;;;56;21,59;28;;;;;;;;;;;;
5155-3;THERMOPLASTIC FUEL HOSE SAE 30R3 4.3MM (3/16) DN05;Parker;5155-3;;;;;;;;;;;;;;;;;;;;;;;;;;
5155-5;PARFLEX 5155-5 DN08;Parker;5155-5;;;;;;;;;;;;;;;;;;;;;;;;;;
518C-04;THERMOPLASTIC NON-CONDUCTIVE 6.3MM (1/4) DN06 R7 WP. 190 BAR;Parker;518C-4;190;;;;;;;;;;;;;;;;;;;;;;;;;
518C-06;THERMOPLASTIC NON-CONDUCTIVE 9.5MM (3/8) DN10 R7 WP. 155 BAR;Parker;518C-6;155;;;;;;;;;;;;;;;;;;;;;;;;;
518D-12;PARFLEX 518D-12 DN20 NC HOSE;Parker;518D-12;;;;;;;;;;;;56;28,19;34;;;;;;;;;;;;
518D-4;PARFLEX 518D-4 DN06 NC HOSE;Parker;518D-4;;;;;;;;;;;;55;13,84;30;;;56;13,84;24;;;;;;;
